City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
383,matam,0,SN,1554078429,30,15.66,-13.26,82.88,13.69
384,tongchuan,0,CN,1554073200,64,34.9,108.95,33.8,2.24
385,jacareacanga,8,BR,1554078220,95,-6.22,-57.76,75.23,1.39
386,ambilobe,88,MG,1554078430,98,-13.19,49.05,73.34,2.95
387,port keats,0,AU,1554078430,76,-14.25,129.55,80.63,15.26
388,nanortalik,20,GL,1554078396,100,60.14,-45.24,26.9,22.53
389,jiuquan,12,CN,1554078430,73,39.73,98.49,24.29,2.73
390,kirakira,24,SB,1554078431,100,-10.46,161.92,84.14,5.64
391,qinzhou,92,CN,1554078431,100,21.96,108.62,62.63,10.11
392,ponta delgada,40,PT,1554076800,76,37.73,-25.67,57.2,13.87
393,bijar,92,IR,1554078431,99,35.87,47.6,37.61,3.96
394,castro,90,CL,1554073200,100,-42.48,-73.76,55.4,5.82
395,takoradi,0,GH,1554078432,100,4.89,-1.75,81.08,5.19
396,ouallam,8,NE,1554078432,36,14.32,2.08,79.19,4.41
397,half moon bay,1,US,1554078425,82,37.46,-122.43,75.99,16.11
398,coquimbo,0,CL,1554073200,77,-29.95,-71.34,60.8,9.17
399,grindavik,40,IS,1554078114,74,63.84,-22.43,30.99,6.93
400,saint-georges,92,CA,1554077840,87,46.12,-70.67,30.99,5.01
401,luangwa,0,MZ,1554078433,64,-15.62,30.4,70.46,6.31
402,vila franca do campo,40,PT,1554076800,76,37.72,-25.43,57.2,13.87
403,micheweni,32,TZ,1554078433,100,-4.97,39.83,80.45,6.76
404,lasa,20,CY,1554077799,87,34.92,32.53,51.8,3.36
405,meulaboh,76,ID,1554078434,100,4.14,96.13,79.91,4.74
406,maragogi,88,BR,1554078377,98,-9.01,-35.22,77.75,4.41
407,dubbo,0,AU,1554078434,91,-32.25,148.6,60.83,4.63
408,cheyenne,20,US,1554078332,26,41.14,-104.82,52.0,6.93
409,nabire,0,ID,1554078434,85,-3.36,135.5,76.13,1.95
410,vagay,12,RU,1554078434,78,57.94,69.02,27.62,9.55
411,brodina,0,RO,1554078307,99,47.88,25.43,39.0,3.18
412,poli,0,CM,1554078435,66,8.48,13.24,69.38,1.05
413,magadan,56,RU,1554078319,93,59.56,150.8,27.26,13.02
414,chinsali,68,ZM,1554078435,97,-10.55,32.07,61.64,3.74
415,flinders,75,AU,1554078358,100,-34.58,150.85,69.01,11.41
416,kuytun,80,RU,1554078436,91,54.34,101.51,31.76,3.62
417,zermatt,0,CH,1554078146,49,46.02,7.75,46.4,1.12
418,punta alta,0,AR,1554076800,88,-27.46,-55.82,80.6,3.36
419,senneterre,20,CA,1554073200,49,48.39,-77.24,23.0,12.75
420,khvorostyanka,80,RU,1554078437,88,52.62,48.95,35.81,12.8
421,vicksburg,1,US,1554077831,54,32.35,-90.88,50.0,5.82
422,isla vista,1,US,1554078425,37,34.41,-119.86,75.99,10.29
423,pangnirtung,76,CA,1554078437,78,66.15,-65.72,8.45,8.55
424,husavik,68,CA,1554078308,60,50.56,-96.99,36.0,7.09
425,vostok,80,RU,1554078357,76,46.45,135.83,26.09,2.95
426,labuhan,8,ID,1554078438,88,-2.54,115.51,77.21,2.39
427,tondano,40,ID,1554075000,88,1.3,124.91,82.4,0.72
428,acapulco,5,MX,1554077460,69,16.86,-99.88,80.6,11.41
429,yamada,20,JP,1554078214,52,36.58,137.08,51.01,2.24
430,lavrentiya,32,RU,1554078438,100,65.58,-170.99,28.34,4.97
431,saurimo,24,AO,1554078438,91,-9.66,20.4,66.68,2.39
432,balkhash,76,KZ,1554078439,85,46.84,74.98,40.76,11.01
433,ayan,48,TR,1554078439,75,40.67,33.6,22.04,2.28
434,lages,64,BR,1554078384,99,-27.82,-50.33,64.99,4.97
435,banff,76,CA,1554077042,84,51.18,-115.57,37.99,5.01
436,kikwit,0,CD,1554078439,93,-5.04,18.82,72.89,2.84
437,kruisfontein,12,ZA,1554078440,85,-34.0,24.73,60.92,18.16
438,glenwood springs,1,US,1554077832,58,39.55,-107.33,53.6,10.29
439,bria,8,CF,1554078440,55,6.54,21.99,77.39,6.76
440,iskateley,56,RU,1554078374,84,67.68,53.15,24.56,17.27
441,constitucion,20,MX,1554078017,7,23.99,-104.67,80.6,18.34
442,eureka,1,US,1554078426,76,40.8,-124.16,59.0,8.05
443,walvis bay,56,NA,1554076933,63,-22.95,14.51,66.2,4.7
444,burnie,0,AU,1554078244,47,-41.05,145.91,63.0,4.0
445,tabuk,56,PH,1554078441,94,17.41,121.44,68.03,0.72
446,comodoro rivadavia,0,AR,1554073200,40,-45.87,-67.48,69.8,4.7
447,portland,75,US,1554078425,26,45.52,-122.67,71.01,4.7
448,vanimo,48,PG,1554078442,100,-2.67,141.3,80.36,11.45
449,san jeronimo,12,PE,1554078442,80,-13.65,-73.37,48.86,1.95
450,sitka,12,US,1554077839,31,37.17,-99.65,45.0,7.0
451,price,75,US,1554078244,18,39.6,-110.81,53.6,6.93
452,sabha,0,LY,1554078443,42,27.03,14.43,58.85,6.76
453,mendi,0,ET,1554078443,36,9.8,35.1,61.19,5.75
454,ban nahin,76,LA,1554078348,91,18.24,104.21,71.45,2.95
455,oktyabrskiy,40,RU,1554077638,65,55.61,37.97,44.6,6.71
456,tomatlan,0,MX,1554078443,55,19.93,-105.25,79.01,3.4
457,darhan,92,MN,1554078444,54,49.49,105.92,31.04,2.84
458,tuatapere,44,NZ,1554078006,58,-46.13,167.69,57.99,5.01
459,santa maria,75,BR,1554073200,94,-29.69,-53.81,73.4,2.24
460,qostanay,0,KZ,1554075000,92,53.17,63.58,26.6,8.95
461,seoul,1,KR,1554077400,35,37.57,126.98,44.6,2.24
462,rybnaya sloboda,0,RU,1554075000,88,55.46,50.14,37.4,11.18
463,loikaw,0,MM,1554078445,88,19.67,97.21,57.5,2.17
464,birao,0,CF,1554078446,30,10.3,22.78,70.46,5.97
465,narodychi,0,UA,1554078446,61,51.2,29.09,43.55,13.02
466,nokha,0,IN,1554078446,51,27.56,73.47,64.34,2.73
467,igarka,88,RU,1554078446,93,67.47,86.57,28.34,13.35
468,bonavista,8,CA,1554077825,84,48.65,-53.11,42.01,1.01
469,siniscola,0,IT,1554076200,93,40.57,9.69,41.0,2.24
470,bolobo,0,CD,1554078447,95,-2.17,16.23,77.03,2.39
471,coihaique,0,CL,1554073200,58,-45.58,-72.07,57.2,26.4
472,hovd,75,NO,1554078301,86,63.83,10.7,36.0,20.8
473,bakal,8,RU,1554078447,89,54.94,58.81,30.95,12.01
474,correntina,0,BR,1554078448,70,-13.34,-44.63,74.06,6.64
475,zaton,8,UA,1554078448,84,49.77,33.77,40.58,2.73
476,vestmannaeyjar,76,IS,1554078448,100,63.44,-20.27,34.82,11.01
477,honiara,76,SB,1554078448,84,-9.43,159.96,81.8,2.62
478,palauig,8,PH,1554078448,89,15.44,119.9,78.29,3.62
479,la brea,20,TT,1554078307,74,10.24,-61.62,80.6,8.05
480,nantucket,90,US,1554078188,93,41.28,-70.1,50.0,12.75
481,iralaya,20,HN,1554073200,62,15.0,-83.23,84.2,5.82
482,ulundi,0,ZA,1554078449,86,-28.29,31.43,56.69,2.17
483,copiapo,20,CL,1554073200,72,-27.37,-70.33,62.6,16.11
484,salalah,20,OM,1554076200,73,17.01,54.1,77.0,1.12
485,yantal,64,RU,1554078450,82,56.85,105.25,27.44,3.62
486,rio claro,64,BR,1554078450,62,-22.41,-47.56,72.8,6.42
487,awbari,12,LY,1554078437,36,26.59,12.77,56.87,6.2
488,bulawayo,0,ZW,1554078450,92,-20.16,28.59,56.51,3.74
489,nome,1,US,1554078376,57,30.04,-94.42,52.0,9.17
490,new waterford,90,US,1554078449,73,40.85,-80.61,28.99,10.29
491,frankfort,1,US,1554078317,47,38.2,-84.87,39.99,9.17
492,port hawkesbury,90,CA,1554078354,93,45.62,-61.36,44.01,11.41
493,keffi,0,NG,1554073200,46,8.85,7.88,89.6,9.17
494,srednekolymsk,0,RU,1554078451,77,67.46,153.71,16.46,3.18
495,hudson bay,48,CA,1554078451,64,52.86,-102.4,32.66,5.75
496,roma,0,IT,1554078362,66,41.89,12.48,53.01,1.12
497,rorvik,88,NO,1554078301,81,64.86,11.24,35.01,3.0
498,aranos,80,NA,1554078452,44,-24.14,19.11,74.24,8.1
499,valleyview,68,CA,1554078395,63,55.07,-117.28,46.52,6.42
500,yumen,36,CN,1554078453,63,40.29,97.04,30.68,1.95
501,ucluelet,20,CA,1554078067,67,48.94,-125.55,66.0,4.7
502,bucerias,5,MX,1554078316,78,20.76,-105.33,77.0,11.41
503,goslar,0,DE,1554078208,70,51.91,10.43,36.0,8.43
504,alofi,56,NU,1554076800,83,-19.06,-169.92,80.6,10.29
505,port macquarie,20,AU,1554078305,55,-31.43,152.91,75.0,10.29
506,belyy yar,0,RU,1554075000,78,53.6,91.39,33.8,4.47
507,laguna,5,MX,1554075720,28,27.52,-110.01,82.4,8.05
508,la rioja,8,AR,1554078359,81,-29.41,-66.86,72.98,2.39
509,ishikawa,40,JP,1554077834,48,37.14,140.45,53.01,10.29
510,kosonsoy,36,UZ,1554073200,66,41.25,71.55,51.8,6.93
511,tarabha,36,IN,1554078455,80,20.73,83.65,69.47,2.62
512,puerto ayacucho,75,CO,1554073200,66,5.66,-67.63,87.8,4.7
513,parbatipur,88,BD,1554078455,96,25.66,88.92,64.61,9.22
514,sinnamary,20,GF,1554078175,93,5.38,-52.96,80.63,9.44
515,sumbe,8,AO,1554078455,100,-11.2,13.84,79.28,5.19
516,santo domingo,75,DO,1554078103,88,18.48,-69.94,81.0,9.17
517,sao felix do xingu,8,BR,1554078456,93,-6.64,-51.99,76.13,2.39
518,juneau,1,US,1554076560,22,58.3,-134.42,57.2,9.17
519,kavaratti,0,IN,1554078456,100,10.57,72.64,83.96,11.45
520,marystown,92,CA,1554077873,100,47.17,-55.16,37.0,11.79
521,tobermory,56,CA,1554077850,63,45.25,-81.67,24.01,7.0
522,gualaquiza,12,EC,1554078457,86,-3.4,-78.58,64.88,2.17
523,lingao,88,CN,1554078457,90,19.91,109.69,76.76,8.21
524,bonthe,0,SL,1554078457,87,7.53,-12.5,81.53,4.74
525,nyandoma,0,RU,1554078457,85,61.67,40.21,19.88,7.65
526,clarence town,75,AU,1554078206,63,-32.59,151.78,73.99,8.05
527,otjiwarongo,32,NA,1554078457,75,-20.46,16.65,63.53,5.86
528,keshorai patan,0,IN,1554078458,33,25.3,75.93,63.71,4.74
529,yerbogachen,64,RU,1554078458,75,61.28,108.01,27.08,6.64
530,zapolyarnyy,20,RU,1554076200,73,69.43,30.82,23.0,28.86
531,hay river,75,CA,1554076800,64,60.82,-115.79,39.2,12.75
532,salta,90,AR,1554076800,94,-24.79,-65.41,75.2,6.93
533,komsomolskiy,0,RU,1554078459,85,67.55,63.78,20.69,14.81
534,fairmont,1,US,1554078363,45,40.64,-97.59,51.8,6.93
535,richards bay,0,ZA,1554078459,87,-28.77,32.06,72.08,11.12
536,axim,0,GH,1554078409,99,4.87,-2.24,82.97,6.98
537,evensk,80,RU,1554078459,90,61.92,159.24,29.51,21.3
538,mafeteng,92,LS,1554078460,50,-29.82,27.24,63.98,8.1
539,golden,90,CA,1554076800,46,51.3,-116.96,50.0,3.36
540,ardakan,90,IR,1554076800,67,32.31,54.02,62.6,9.44
541,bugiri,0,UG,1554078460,91,0.57,33.75,67.67,5.53
